Image	image_filename	image_path	all_timel_ids_str	level_5_n	level_5_ids_str	level_5_labels_str	level_6_n	level_6_ids_str	level_6_labels_str	timel_labels	timel_labels_list	timel_ids	timel_ids_list
004665.jpg	004665.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004665.jpg	tm-anhzraqq; tm-hwbpfzqq; tm-wqg2nktt; tm-f4sqsvcv; tm-ghihzzvb; tm-tvxtxobh; tm-7schjv64; tm-llb5qhxg; tm-sz7srifg; tm-9kefvmxz; tm-havgveuu; tm-frszntoo; tm-iv4xh9vr; tm-mg8vhxe3; tm-xfrkgdxw; tm-pphjzwxj; tm-yvakcef7; tm-zpykzvd3; tm-hvmbbgkw; tm-jy2xvbmk; 2; 4; 7; 64; 5; 9; 8; 3	0			1	tm-frszntoo	Pentecôte	Esprit-Saint;Christ;ange;Vierge;ville;tour;globe;gloire;couronne;siège (meuble);livre;Pentecôte;don;inspiration divine;majesté;bénédiction;Jérusalem;colombe;nuée;feu-langue	"[""Esprit-Saint"", ""Christ"", ""ange"", ""Vierge"", ""ville"", ""tour"", ""globe"", ""gloire"", ""couronne"", ""siège (meuble)"", ""livre"", ""Pentecôte"", ""don"", ""inspiration divine"", ""majesté"", ""bénédiction"", ""Jérusalem"", ""colombe"", ""nuée"", ""feu-langue""]"	tm-anhzraqq;tm-hwbpfzqq;tm-wqg2nktt;tm-f4sqsvcv;tm-ghihzzvb;tm-tvxtxobh;tm-7schjv64;tm-llb5qhxg;tm-sz7srifg;tm-9kefvmxz;tm-havgveuu;tm-frszntoo;tm-iv4xh9vr;tm-mg8vhxe3;tm-xfrkgdxw;tm-pphjzwxj;tm-yvakcef7;tm-zpykzvd3;tm-hvmbbgkw;tm-jy2xvbmk	"[""tm-anhzraqq"", ""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-f4sqsvcv"", ""tm-ghihzzvb"", ""tm-tvxtxobh"", ""tm-7schjv64"", ""tm-llb5qhxg"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-havgveuu"", ""tm-frszntoo"", ""tm-iv4xh9vr"", ""tm-mg8vhxe3"", ""tm-xfrkgdxw"", ""tm-pphjzwxj"", ""tm-yvakcef7"", ""tm-zpykzvd3"", ""tm-hvmbbgkw"", ""tm-jy2xvbmk""]"
004807.jpg	004807.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004807.jpg	tm-oz9n8wse; tm-msrzrwxs; tm-wqg2nktt; tm-o22sq8nn; tm-h5p48lfk; tm-2axbwbse; tm-v4tpboqn; tm-ivsdfebq; tm-eiugmfdk; tm-z7yqwjx3; tm-6m8nrco5; tm-zdcg2u42; tm-eqnskbnq; tm-kancnlxz; tm-n9gz9tkh; tm-6pbjxilu; tm-txhjag8y; 9; 8; 2; 22; 5; 48; 4; 7; 3; 6; 42	0			0			David;Dieu;ange;enfant;soldat;balance;table;épée;menace;repas;nudité;combat;arbre;lion;lionceau;feu;rocher	"[""David"", ""Dieu"", ""ange"", ""enfant"", ""soldat"", ""balance"", ""table"", ""épée"", ""menace"", ""repas"", ""nudité"", ""combat"", ""arbre"", ""lion"", ""lionceau"", ""feu"", ""rocher""]"	tm-oz9n8wse;tm-msrzrwxs;tm-wqg2nktt;tm-o22sq8nn;tm-h5p48lfk;tm-2axbwbse;tm-v4tpboqn;tm-ivsdfebq;tm-eiugmfdk;tm-z7yqwjx3;tm-6m8nrco5;tm-zdcg2u42;tm-eqnskbnq;tm-kancnlxz;tm-n9gz9tkh;tm-6pbjxilu;tm-txhjag8y	"[""tm-oz9n8wse"", ""tm-msrzrwxs"", ""tm-wqg2nktt"", ""tm-o22sq8nn"", ""tm-h5p48lfk"", ""tm-2axbwbse"", ""tm-v4tpboqn"", ""tm-ivsdfebq"", ""tm-eiugmfdk"", ""tm-z7yqwjx3"", ""tm-6m8nrco5"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-kancnlxz"", ""tm-n9gz9tkh"", ""tm-6pbjxilu"", ""tm-txhjag8y""]"
004835.jpg	004835.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004835.jpg	tm-g4k22jdq; tm-gu5grll6; tm-h5p48lfk; tm-trtnhhdd; tm-yazeeos4; tm-rwshbisj; tm-9kefvmxz; tm-kevfxbka; tm-uztpdeyq; tm-9eatbdmw; tm-iv4xh9vr; tm-er7b9xjh; tm-xfrkgdxw; tm-6m8nrco5; tm-untv9mt9; tm-zdmjr6lv; tm-eqnskbnq; tm-txhjag8y; 4; 22; 5; 6; 48; 9; 7; 8	0			0			Dieu-main;reine;soldat;roi;palais;plat;siège (meuble);flèche;arc;coupe (recipients et contenants);don;écriture;majesté;nudité;écrasement;tir;arbre;rocher	"[""Dieu-main"", ""reine"", ""soldat"", ""roi"", ""palais"", ""plat"", ""siège (meuble)"", ""flèche"", ""arc"", ""coupe (recipients et contenants)"", ""don"", ""écriture"", ""majesté"", ""nudité"", ""écrasement"", ""tir"", ""arbre"", ""rocher""]"	tm-g4k22jdq;tm-gu5grll6;tm-h5p48lfk;tm-trtnhhdd;tm-yazeeos4;tm-rwshbisj;tm-9kefvmxz;tm-kevfxbka;tm-uztpdeyq;tm-9eatbdmw;tm-iv4xh9vr;tm-er7b9xjh;tm-xfrkgdxw;tm-6m8nrco5;tm-untv9mt9;tm-zdmjr6lv;tm-eqnskbnq;tm-txhjag8y	"[""tm-g4k22jdq"", ""tm-gu5grll6"", ""tm-h5p48lfk"", ""tm-trtnhhdd"", ""tm-yazeeos4"", ""tm-rwshbisj"", ""tm-9kefvmxz"", ""tm-kevfxbka"", ""tm-uztpdeyq"", ""tm-9eatbdmw"", ""tm-iv4xh9vr"", ""tm-er7b9xjh"", ""tm-xfrkgdxw"", ""tm-6m8nrco5"", ""tm-untv9mt9"", ""tm-zdmjr6lv"", ""tm-eqnskbnq"", ""tm-txhjag8y""]"
004863.jpg	004863.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004863.jpg	tm-g4k22jdq; tm-wqg2nktt; tm-pckqoivq; tm-h5p48lfk; tm-ghihzzvb; tm-jvkbabpi; tm-fku9bvtt; tm-kevfxbka; tm-2vzflzsk; tm-eiugmfdk; tm-hxm4mzvu; tm-hsuer3qp; tm-pxph757a; tm-fsnskbgl; tm-z7yqwjx3; tm-mg4wybom; tm-vwtmvvfn; tm-6pbjxilu; tm-c4vyu5zq; 4; 22; 2; 5; 48; 9; 3; 757; 7; 6	0			0			Dieu-main;ange;damné;soldat;ville;idole;fouet;flèche;saisie;menace;damnation;allaitement;mort (thème);idolâtrie;repas;Enfer;cheval;feu;lune (sphère céleste)	"[""Dieu-main"", ""ange"", ""damné"", ""soldat"", ""ville"", ""idole"", ""fouet"", ""flèche"", ""saisie"", ""menace"", ""damnation"", ""allaitement"", ""mort (thème)"", ""idolâtrie"", ""repas"", ""Enfer"", ""cheval"", ""feu"", ""lune (sphère céleste)""]"	tm-g4k22jdq;tm-wqg2nktt;tm-pckqoivq;tm-h5p48lfk;tm-ghihzzvb;tm-jvkbabpi;tm-fku9bvtt;tm-kevfxbka;tm-2vzflzsk;tm-eiugmfdk;tm-hxm4mzvu;tm-hsuer3qp;tm-pxph757a;tm-fsnskbgl;tm-z7yqwjx3;tm-mg4wybom;tm-vwtmvvfn;tm-6pbjxilu;tm-c4vyu5zq	"[""tm-g4k22jdq"", ""tm-wqg2nktt"", ""tm-pckqoivq"", ""tm-h5p48lfk"", ""tm-ghihzzvb"", ""tm-jvkbabpi"", ""tm-fku9bvtt"", ""tm-kevfxbka"", ""tm-2vzflzsk"", ""tm-eiugmfdk"", ""tm-hxm4mzvu"", ""tm-hsuer3qp"", ""tm-pxph757a"", ""tm-fsnskbgl"", ""tm-z7yqwjx3"", ""tm-mg4wybom"", ""tm-vwtmvvfn"", ""tm-6pbjxilu"", ""tm-c4vyu5zq""]"
004886.jpg	004886.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004886.jpg	tm-hwbpfzqq; tm-wqg2nktt; tm-2axbwbse; tm-nhsyxfkz; tm-quabd8ga; tm-6v4cwd8i; tm-iv4xh9vr; tm-hhbbvyty; tm-tcyhlpcy; tm-3tzvb5bx; tm-5vuzcmut; tm-6htyffpp; tm-e294fgoq; tm-vhj2urqn; tm-c4vyu5zq; tm-xqrthxrm; 2; 8; 6; 4; 9; 3; 5; 294	0			0			Christ;ange;balance;tambour;fortification;bateau;don;navigation;adoration;sacrifice;poule;mouton;chèvre;eau;lune (sphère céleste);soleil (sphère céleste)	"[""Christ"", ""ange"", ""balance"", ""tambour"", ""fortification"", ""bateau"", ""don"", ""navigation"", ""adoration"", ""sacrifice"", ""poule"", ""mouton"", ""chèvre"", ""eau"", ""lune (sphère céleste)"", ""soleil (sphère céleste)""]"	tm-hwbpfzqq;tm-wqg2nktt;tm-2axbwbse;tm-nhsyxfkz;tm-quabd8ga;tm-6v4cwd8i;tm-iv4xh9vr;tm-hhbbvyty;tm-tcyhlpcy;tm-3tzvb5bx;tm-5vuzcmut;tm-6htyffpp;tm-e294fgoq;tm-vhj2urqn;tm-c4vyu5zq;tm-xqrthxrm	"[""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-2axbwbse"", ""tm-nhsyxfkz"", ""tm-quabd8ga"", ""tm-6v4cwd8i"", ""tm-iv4xh9vr"", ""tm-hhbbvyty"", ""tm-tcyhlpcy"", ""tm-3tzvb5bx"", ""tm-5vuzcmut"", ""tm-6htyffpp"", ""tm-e294fgoq"", ""tm-vhj2urqn"", ""tm-c4vyu5zq"", ""tm-xqrthxrm""]"
004913.jpg	004913.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004913.jpg	tm-oz9n8wse; tm-g4k22jdq; tm-hwbpfzqq; tm-h5p48lfk; tm-brqtzl8a; tm-ivsdfebq; tm-kevfxbka; tm-7qbqnf6a; tm-dpnpgalt; tm-eiugmfdk; tm-sbgpzwhn; tm-tkpsxzbb; tm-43nkeriq; tm-eqnskbnq; tm-bqscor5q; tm-hvmbbgkw; tm-vhj2urqn; tm-awcwfwri; 9; 8; 4; 22; 5; 48; 7; 6; 43; 2	0			0			David;Dieu-main;Christ;soldat;lance;épée;flèche;filet;expulsion;menace;requête;fuite;châtiment;arbre;oiseau;nuée;eau;rivière	"[""David"", ""Dieu-main"", ""Christ"", ""soldat"", ""lance"", ""épée"", ""flèche"", ""filet"", ""expulsion"", ""menace"", ""requête"", ""fuite"", ""châtiment"", ""arbre"", ""oiseau"", ""nuée"", ""eau"", ""rivière""]"	tm-oz9n8wse;tm-g4k22jdq;tm-hwbpfzqq;tm-h5p48lfk;tm-brqtzl8a;tm-ivsdfebq;tm-kevfxbka;tm-7qbqnf6a;tm-dpnpgalt;tm-eiugmfdk;tm-sbgpzwhn;tm-tkpsxzbb;tm-43nkeriq;tm-eqnskbnq;tm-bqscor5q;tm-hvmbbgkw;tm-vhj2urqn;tm-awcwfwri	"[""tm-oz9n8wse"", ""tm-g4k22jdq"", ""tm-hwbpfzqq"", ""tm-h5p48lfk"", ""tm-brqtzl8a"", ""tm-ivsdfebq"", ""tm-kevfxbka"", ""tm-7qbqnf6a"", ""tm-dpnpgalt"", ""tm-eiugmfdk"", ""tm-sbgpzwhn"", ""tm-tkpsxzbb"", ""tm-43nkeriq"", ""tm-eqnskbnq"", ""tm-bqscor5q"", ""tm-hvmbbgkw"", ""tm-vhj2urqn"", ""tm-awcwfwri""]"
004940.jpg	004940.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004940.jpg	tm-hwbpfzqq; tm-wqg2nktt; tm-nhsyxfkz; tm-no3znyxx; tm-fvvvzy6y; tm-yvcpkpat; tm-i6z6pybr; tm-llb5qhxg; tm-xzuvhzat; tm-gb9xzs44; tm-xfrkgdxw; tm-ekfz4z5u; tm-2ujduhzq; tm-hvmbbgkw; tm-wuq737iz; 2; 3; 6; 5; 9; 44; 4; 737	0			0			Christ;ange;tambour;lyre;cor;orgue;bannière;gloire;masque;musique;majesté;danse;prière;nuée;vent	"[""Christ"", ""ange"", ""tambour"", ""lyre"", ""cor"", ""orgue"", ""bannière"", ""gloire"", ""masque"", ""musique"", ""majesté"", ""danse"", ""prière"", ""nuée"", ""vent""]"	tm-hwbpfzqq;tm-wqg2nktt;tm-nhsyxfkz;tm-no3znyxx;tm-fvvvzy6y;tm-yvcpkpat;tm-i6z6pybr;tm-llb5qhxg;tm-xzuvhzat;tm-gb9xzs44;tm-xfrkgdxw;tm-ekfz4z5u;tm-2ujduhzq;tm-hvmbbgkw;tm-wuq737iz	"[""tm-hwbpfzqq"", ""tm-wqg2nktt"", ""tm-nhsyxfkz"", ""tm-no3znyxx"", ""tm-fvvvzy6y"", ""tm-yvcpkpat"", ""tm-i6z6pybr"", ""tm-llb5qhxg"", ""tm-xzuvhzat"", ""tm-gb9xzs44"", ""tm-xfrkgdxw"", ""tm-ekfz4z5u"", ""tm-2ujduhzq"", ""tm-hvmbbgkw"", ""tm-wuq737iz""]"
004970.jpg	004970.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004970.jpg	tm-nffdauzt; tm-bsmbjqgw; tm-9veagykw; tm-mwdcgwoc; tm-f4sqsvcv; tm-5vghyucs; tm-tvxtxobh; tm-sz7srifg; tm-9kefvmxz; tm-v4tpboqn; tm-i94jpy9p; tm-sfrtbltu; tm-zs8428gj; tm-cat27oby; 9; 4; 5; 7; 94; 8428; 27	1	tm-zs8428gj	présentation de la Vierge au temple	0			couple;évêque;sainte Anne;saint Joachim;Vierge;architecture;tour;couronne;siège (meuble);table;autel;mitre;présentation de la Vierge au temple;désignation	"[""couple"", ""évêque"", ""sainte Anne"", ""saint Joachim"", ""Vierge"", ""architecture"", ""tour"", ""couronne"", ""siège (meuble)"", ""table"", ""autel"", ""mitre"", ""présentation de la Vierge au temple"", ""désignation""]"	tm-nffdauzt;tm-bsmbjqgw;tm-9veagykw;tm-mwdcgwoc;tm-f4sqsvcv;tm-5vghyucs;tm-tvxtxobh;tm-sz7srifg;tm-9kefvmxz;tm-v4tpboqn;tm-i94jpy9p;tm-sfrtbltu;tm-zs8428gj;tm-cat27oby	"[""tm-nffdauzt"", ""tm-bsmbjqgw"", ""tm-9veagykw"", ""tm-mwdcgwoc"", ""tm-f4sqsvcv"", ""tm-5vghyucs"", ""tm-tvxtxobh"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-v4tpboqn"", ""tm-i94jpy9p"", ""tm-sfrtbltu"", ""tm-zs8428gj"", ""tm-cat27oby""]"
004994.jpg	004994.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\004994.jpg	tm-ud7nglnr; tm-hwbpfzqq; tm-h5p48lfk; tm-sgdxywfz; tm-dmmjw66x; tm-havgveuu; tm-2r5rz84v; tm-aovfxbwf; tm-zdcg2u42; tm-y3dalems; 7; 5; 48; 66; 2; 84; 42; 3	0			1	tm-2r5rz84v	Samson massacrant les Philistins	Samson;Christ;soldat;saint Pierre;apôtre;livre;Samson massacrant les Philistins;meurtre;combat;mâchoire	"[""Samson"", ""Christ"", ""soldat"", ""saint Pierre"", ""apôtre"", ""livre"", ""Samson massacrant les Philistins"", ""meurtre"", ""combat"", ""mâchoire""]"	tm-ud7nglnr;tm-hwbpfzqq;tm-h5p48lfk;tm-sgdxywfz;tm-dmmjw66x;tm-havgveuu;tm-2r5rz84v;tm-aovfxbwf;tm-zdcg2u42;tm-y3dalems	"[""tm-ud7nglnr"", ""tm-hwbpfzqq"", ""tm-h5p48lfk"", ""tm-sgdxywfz"", ""tm-dmmjw66x"", ""tm-havgveuu"", ""tm-2r5rz84v"", ""tm-aovfxbwf"", ""tm-zdcg2u42"", ""tm-y3dalems""]"
005019.jpg	005019.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005019.jpg	tm-ud7nglnr; tm-trtnhhdd; tm-acpsxfaz; tm-sz7srifg; tm-9kefvmxz; tm-ivsdfebq; tm-ovvtgfbh; tm-y6dzy63x; tm-aovfxbwf; tm-kancnlxz; 7; 9; 6; 63	0			1	tm-ovvtgfbh	Samson triomphant du lion	Samson;roi;sceptre;couronne;siège (meuble);épée;Samson triomphant du lion;ruse;meurtre;lion	"[""Samson"", ""roi"", ""sceptre"", ""couronne"", ""siège (meuble)"", ""épée"", ""Samson triomphant du lion"", ""ruse"", ""meurtre"", ""lion""]"	tm-ud7nglnr;tm-trtnhhdd;tm-acpsxfaz;tm-sz7srifg;tm-9kefvmxz;tm-ivsdfebq;tm-ovvtgfbh;tm-y6dzy63x;tm-aovfxbwf;tm-kancnlxz	"[""tm-ud7nglnr"", ""tm-trtnhhdd"", ""tm-acpsxfaz"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-ivsdfebq"", ""tm-ovvtgfbh"", ""tm-y6dzy63x"", ""tm-aovfxbwf"", ""tm-kancnlxz""]"
005042.jpg	005042.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005042.jpg	tm-ezdizhcw; tm-bsmbjqgw; tm-hy6j8pvu; tm-h5p48lfk; tm-trtnhhdd; tm-c9fgbkad; tm-nnwxmemz; tm-hxm4mzvu; tm-6m8nrco5; tm-43nkeriq; tm-mtne6gd2; tm-zn7lmvzm; tm-6pbjxilu; tm-xrqk4cno; 6; 8; 5; 48; 9; 4; 43; 2; 7	0			0			Diable;évêque;bourreau;soldat;roi;pince;corde;damnation;nudité;châtiment;martyre;taureau;feu;sein	"[""Diable"", ""évêque"", ""bourreau"", ""soldat"", ""roi"", ""pince"", ""corde"", ""damnation"", ""nudité"", ""châtiment"", ""martyre"", ""taureau"", ""feu"", ""sein""]"	tm-ezdizhcw;tm-bsmbjqgw;tm-hy6j8pvu;tm-h5p48lfk;tm-trtnhhdd;tm-c9fgbkad;tm-nnwxmemz;tm-hxm4mzvu;tm-6m8nrco5;tm-43nkeriq;tm-mtne6gd2;tm-zn7lmvzm;tm-6pbjxilu;tm-xrqk4cno	"[""tm-ezdizhcw"", ""tm-bsmbjqgw"", ""tm-hy6j8pvu"", ""tm-h5p48lfk"", ""tm-trtnhhdd"", ""tm-c9fgbkad"", ""tm-nnwxmemz"", ""tm-hxm4mzvu"", ""tm-6m8nrco5"", ""tm-43nkeriq"", ""tm-mtne6gd2"", ""tm-zn7lmvzm"", ""tm-6pbjxilu"", ""tm-xrqk4cno""]"
005196.jpg	005196.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005196.jpg	tm-jyfxqr6n; tm-trtnhhdd; tm-ddsozxuz; tm-be7ccsta; tm-sz7srifg; tm-mqvexyu4; tm-fap2uw3x; tm-pfwxhqgh; tm-ywslclwf; tm-l842tt9k; tm-bqscor5q; tm-hmiqkvsn; tm-59lgwa9m; tm-vwtmvvfn; 6; 7; 4; 2; 3; 842; 9; 5; 59	0			0			noble;roi;gant;armoiries;couronne;croix;harnachement;envol;chevauchée;chasse;oiseau;faucon;chien;cheval	"[""noble"", ""roi"", ""gant"", ""armoiries"", ""couronne"", ""croix"", ""harnachement"", ""envol"", ""chevauchée"", ""chasse"", ""oiseau"", ""faucon"", ""chien"", ""cheval""]"	tm-jyfxqr6n;tm-trtnhhdd;tm-ddsozxuz;tm-be7ccsta;tm-sz7srifg;tm-mqvexyu4;tm-fap2uw3x;tm-pfwxhqgh;tm-ywslclwf;tm-l842tt9k;tm-bqscor5q;tm-hmiqkvsn;tm-59lgwa9m;tm-vwtmvvfn	"[""tm-jyfxqr6n"", ""tm-trtnhhdd"", ""tm-ddsozxuz"", ""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-mqvexyu4"", ""tm-fap2uw3x"", ""tm-pfwxhqgh"", ""tm-ywslclwf"", ""tm-l842tt9k"", ""tm-bqscor5q"", ""tm-hmiqkvsn"", ""tm-59lgwa9m"", ""tm-vwtmvvfn""]"
005219.jpg	005219.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005219.jpg	tm-pj2vs6qt; tm-danrmloz; tm-be7ccsta; tm-brqtzl8a; tm-evzlan58; tm-z78apcet; tm-crhhzaac; tm-fap2uw3x; tm-yd9gfuca; tm-xp8bg6f5; tm-9qpypn73; tm-zdcg2u42; tm-eqnskbnq; tm-xgcrlud8; 2; 6; 7; 8; 58; 78; 3; 9; 5; 73; 42	0			0			chevalier;fourrure;armoiries;lance;heaume;bouclier;caparaçon;harnachement;selle;chute;tournoi;combat;arbre;griffon	"[""chevalier"", ""fourrure"", ""armoiries"", ""lance"", ""heaume"", ""bouclier"", ""caparaçon"", ""harnachement"", ""selle"", ""chute"", ""tournoi"", ""combat"", ""arbre"", ""griffon""]"	tm-pj2vs6qt;tm-danrmloz;tm-be7ccsta;tm-brqtzl8a;tm-evzlan58;tm-z78apcet;tm-crhhzaac;tm-fap2uw3x;tm-yd9gfuca;tm-xp8bg6f5;tm-9qpypn73;tm-zdcg2u42;tm-eqnskbnq;tm-xgcrlud8	"[""tm-pj2vs6qt"", ""tm-danrmloz"", ""tm-be7ccsta"", ""tm-brqtzl8a"", ""tm-evzlan58"", ""tm-z78apcet"", ""tm-crhhzaac"", ""tm-fap2uw3x"", ""tm-yd9gfuca"", ""tm-xp8bg6f5"", ""tm-9qpypn73"", ""tm-zdcg2u42"", ""tm-eqnskbnq"", ""tm-xgcrlud8""]"
005248.jpg	005248.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005248.jpg	tm-jyfxqr6n; tm-zcdwkcdh; tm-l2zebbrf; tm-tffrgsdp; tm-be7ccsta; tm-sz7srifg; tm-evzlan58; tm-sfwvgrll; tm-fap2uw3x; tm-yd9gfuca; tm-wessg6gv; tm-iv4xh9vr; tm-zdmjr6lv; tm-vwtmvvfn; 6; 2; 7; 58; 3; 9; 4	0			0			noble;anneau;colonne;tribune;armoiries;couronne;heaume;arbalète;harnachement;selle;discussion;don;tir;cheval	"[""noble"", ""anneau"", ""colonne"", ""tribune"", ""armoiries"", ""couronne"", ""heaume"", ""arbalète"", ""harnachement"", ""selle"", ""discussion"", ""don"", ""tir"", ""cheval""]"	tm-jyfxqr6n;tm-zcdwkcdh;tm-l2zebbrf;tm-tffrgsdp;tm-be7ccsta;tm-sz7srifg;tm-evzlan58;tm-sfwvgrll;tm-fap2uw3x;tm-yd9gfuca;tm-wessg6gv;tm-iv4xh9vr;tm-zdmjr6lv;tm-vwtmvvfn	"[""tm-jyfxqr6n"", ""tm-zcdwkcdh"", ""tm-l2zebbrf"", ""tm-tffrgsdp"", ""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-evzlan58"", ""tm-sfwvgrll"", ""tm-fap2uw3x"", ""tm-yd9gfuca"", ""tm-wessg6gv"", ""tm-iv4xh9vr"", ""tm-zdmjr6lv"", ""tm-vwtmvvfn""]"
005275.jpg	005275.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005275.jpg	tm-nffdauzt; tm-jyfxqr6n; tm-nnwxmemz; tm-fvvvzy6y; tm-tvxtxobh; tm-be7ccsta; tm-sz7srifg; tm-evzlan58; tm-fap2uw3x; tm-ywslclwf; tm-t7tilrqt; tm-vwtmvvfn; tm-6vklquup; 6; 7; 58; 2; 3	0			0			couple;noble;corde;cor;tour;armoiries;couronne;heaume;harnachement;chevauchée;captivité;cheval;cheveux	"[""couple"", ""noble"", ""corde"", ""cor"", ""tour"", ""armoiries"", ""couronne"", ""heaume"", ""harnachement"", ""chevauchée"", ""captivité"", ""cheval"", ""cheveux""]"	tm-nffdauzt;tm-jyfxqr6n;tm-nnwxmemz;tm-fvvvzy6y;tm-tvxtxobh;tm-be7ccsta;tm-sz7srifg;tm-evzlan58;tm-fap2uw3x;tm-ywslclwf;tm-t7tilrqt;tm-vwtmvvfn;tm-6vklquup	"[""tm-nffdauzt"", ""tm-jyfxqr6n"", ""tm-nnwxmemz"", ""tm-fvvvzy6y"", ""tm-tvxtxobh"", ""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-evzlan58"", ""tm-fap2uw3x"", ""tm-ywslclwf"", ""tm-t7tilrqt"", ""tm-vwtmvvfn"", ""tm-6vklquup""]"
005299.jpg	005299.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005299.jpg	tm-be7ccsta; tm-sz7srifg; tm-brqtzl8a; tm-evzlan58; tm-l842tt9k; tm-zdcg2u42; tm-g4cup98t; tm-ssrd3vfj; tm-v43sqkrm; 7; 8; 58; 842; 9; 2; 42; 4; 98; 3; 43	0			0			armoiries;couronne;lance;heaume;chasse;combat;ours;sang;langue	"[""armoiries"", ""couronne"", ""lance"", ""heaume"", ""chasse"", ""combat"", ""ours"", ""sang"", ""langue""]"	tm-be7ccsta;tm-sz7srifg;tm-brqtzl8a;tm-evzlan58;tm-l842tt9k;tm-zdcg2u42;tm-g4cup98t;tm-ssrd3vfj;tm-v43sqkrm	"[""tm-be7ccsta"", ""tm-sz7srifg"", ""tm-brqtzl8a"", ""tm-evzlan58"", ""tm-l842tt9k"", ""tm-zdcg2u42"", ""tm-g4cup98t"", ""tm-ssrd3vfj"", ""tm-v43sqkrm""]"
005326.jpg	005326.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\005326.jpg	tm-jyfxqr6n; tm-snyihmxp; tm-tffrgsdp; tm-sz7srifg; tm-fap2uw3x; tm-utd8pves; tm-gb9xzs44; tm-ywslclwf; tm-59lgwa9m; tm-vwtmvvfn; tm-6vklquup; 6; 7; 2; 3; 8; 9; 44; 59	0			0			noble;harpe;tribune;couronne;harnachement;éperon;musique;chevauchée;chien;cheval;cheveux	"[""noble"", ""harpe"", ""tribune"", ""couronne"", ""harnachement"", ""éperon"", ""musique"", ""chevauchée"", ""chien"", ""cheval"", ""cheveux""]"	tm-jyfxqr6n;tm-snyihmxp;tm-tffrgsdp;tm-sz7srifg;tm-fap2uw3x;tm-utd8pves;tm-gb9xzs44;tm-ywslclwf;tm-59lgwa9m;tm-vwtmvvfn;tm-6vklquup	"[""tm-jyfxqr6n"", ""tm-snyihmxp"", ""tm-tffrgsdp"", ""tm-sz7srifg"", ""tm-fap2uw3x"", ""tm-utd8pves"", ""tm-gb9xzs44"", ""tm-ywslclwf"", ""tm-59lgwa9m"", ""tm-vwtmvvfn"", ""tm-6vklquup""]"
